	Rumpun Ilmu	Rumpun Ilmu (Bahasa Inggris)	Pohon Ilmu	Pohon Ilmu (Bahasa Inggris)	Cabang Ilmu	Cabang Ilmu (Bahasa Inggris)
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA AERONAUTIKA	AERONAUTICS ENGINEERING
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA GEOFISIKA	GEOPHYSICAL ENGINEERING
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA INFRASTRUKTUR DAN LINGKUNGAN	INFRASTRUCTURE AND ENVIRONMENTAL ENGINEERING
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA KIMIA	CHEMICAL ENGINEERING
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA SUMBER DAYA AIR (PENGAIRAN)	WATER RESOURCES ENGINEERING
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA KESELAMATAN KEBAKARAN	FIRE SAFETY ENGINEERING
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA KELAUTAN	OCEAN ENGINEERING
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA (MASIH BISA MENGGUNAKAN KATA TEKNIK)	ENGINEERING-ENGINEERING	REKAYASA INSTRUMENTASI DAN KONTROL	INSTRUMENTATION AND CONTROL ENGINEERING
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI PENGELASAN LOGAM	METAL WELDING TECHNOLOGY
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI METALURGI INDUSTRI LOGAM	METAL INDUSTRY METALLURGY TECHNOLOGY
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNIK PENGELASAN LOGAM	METAL WELDING TECHNIQUES
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI PENGECORAN LOGAM	METAL FOUNDRY TECHNOLOGY
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI PENGOLAHAN KULIT	LEATHER PROCESSING TECHNOLOGY
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNIK PENGECORAN LOGAM	METAL FOUNDRY TECHNIQUES
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI REKAYASA PENGOLAHAN KULIT	LEATHER PROCESSING ENGINEERING TECHNOLOGY
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNIK METALURGI	METALLURGICAL TECHNIQUES
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI PENGOLAHAN KARET DAN PLASTIK	RUBBER AND PLASTIC PROCESSING TECHNOLOGY
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI REKAYASA MATERIAL MAJU	ADVANCED MATERIAL ENGINEERING TECHNOLOGY
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI REKAYASA PENGOLAHAN KARET DAN PLASTIK	RUBBER AND PLASTIC PROCESSING ENGINEERING TECHNOLOGY
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNIK PENGOLAHAN KULIT	LEATHER PROCESSING TECHNIQUES
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNOLOGI REKAYASA METALURGI	METALLURGICAL ENGINEERING TECHNOLOGY
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MATERIAL	ENGINEERING-MATERIALS ENGINEERING	TEKNIK PENGOLAHAN KARET DAN PLASTIK	RUBBER AND PLASTIC PROCESSING TECHNIQUES
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI PERANCANGAN PERKAKAS PRESISI	PRECISION TOOLS DESIGN TECHNOLOGY
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI ALAT BERAT		HEAVY EQUIPMENT TECHNOLOGY
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMBUATAN KUNCI		LOCKSMITHING
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMBUATAN PAGAR		FENCING
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMELIHARAAN ALAT BERAT		HEAVY EQUIPMENT MAINTENANCE
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMELIHARAAN KENDARAAN RINGAN		LIGHT VEHICLE MAINTENANCE
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMELIHARAAN MESIN		MECHANICAL MAINTENANCE
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMELIHARAAN MESIN OTOMOTIF		AUTOMOTIVE MAINTENANCE TECHNOLOGY
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PENGUJIAN KENDARAAN BERMOTOR		AUTOMOTIVE TESTING
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING REKAYASA PERANCANGAN MEKANIK		MECHANICAL DESIGN ENGINEERING
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING PEMELIHARAAN MESIN INDUSTRI LOGAM		METAL INDUSTRY MECHANICAL MAINTENANCE
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TATA OPERASI DAN PERAWATAN PERALATAN ALAT BERAT	OPERATION AND MAINTENANCE OF HEAVY EQUIPMENT
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TATA OPERASI DAN PERAWATAN MESIN PEMOTONGAN KAYU	OPERATION AND MAINTENANCE OF TIMBER MACHINES
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TATA OPERASI DAN PERAWATAN PREDIKTIF ALAT BERAT	OPERATION AND PREDICTIVE MAINTENANCE OF HEAVY EQUIPMENT
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TATA OPERASI PERAKITAN KENDARAAN RODA 4	FOUR-WHEEL VEHICLE ASSEMBLY OPERATION PROCEDURE
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	PENGOPERASIAN DAN PERAWATAN ALAT KEBUGARAN	FITNESS EQUIPMENT OPERATIONS AND MAINTENANCE
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	PERAWATAN MESIN PENGOLAH HASIL PERKEBUNAN	PLANTATION PRODUCT PROCESSING MACHINE MAINTENANCE
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	PENGOPERASIAN DAN PERAWATAN DEREK	CRANES OPERATIONS AND MAINTENANCE
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK MANUFAKTUR ELEKTRONIKA		ELECTRONIC MANUFACTURING TECHNIQUES
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK MANUFAKTUR MESIN		MACHINARY MANUFACTURING TECHNIQUES
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TATA OPERASI DAN PERAWATAN MESIN LISTRIK	OPERATION AND MAINTENANCE OF ELECTRICAL MACHINES
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK MEKATRONIKA		MECHATRONIC TECHNIQUES
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK PEMBENTUKAN LOGAM		METAL FORMINGTECHNIQUES
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK OTOMOTIF		AUTOMOTIVE TECHNIQUES
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI KONVERSI ENERGI		ENERGY CONVERSION TECHNOLOGY
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK PENGELASAN DAN FABRIKASI		WELDING AND FABRICATION TECHNIQUES
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI MEKANIKA OTOMOTIF		AUTOMOTIVE MECHANICAL TECHNOLOGY
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNIK OTOMASI		AUTOMATION TECHNIQUES
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI MEKANIKA PERKERETAAPIAN	RAILWAYS MECHANICAL TECHNOLOGY
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI MESIN		MECHANICAL TECHNOLOGY
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI PERANCANGAN MESIN PERKAKAS	MECHANICAL TOOLS DESIGN TECHNOLOGY
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	INSTALASI DAN PERAWATAN PENDINGIN UDARA	AIR CONDITIONER INSTALATION AND MAINTENANCE.
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING OTOMASI SISTEM PERMESINAN		AUTOMATED MECHANICAL SYSTEM
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING MEKATRONIKA		MECHATRONICS
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI PERANCANGAN MEKANIK		MECHANICAL DESIGN TECHNOLOGY
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI MESIN INDUSTRI PETROKIMIA	MECHANICAL TECHNOLOGY IN PETROCHEMICAL INDUSTRY
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI REKAYASA KONVERSI ENERGI	ENERGY CONVERSION ENGINEERING TECHNOLOGY
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI OTOMOTIF		AUTOMOTIVE TECHNOLOGY
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI PEMBUATAN PERKAKAS PRESISI	PRECISION TOOLS MANUFACTURING TECHNOLOGY
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI PENDINGIN DAN TATA UDARA	REFRIGERATION AND AIR-CONDITIONING TECHNOLOGY
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI REKAYASA MANUFAKTUR		MANUFACTURING ENGINEERING TECHNOLOGY
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI PEMBUATAN MESIN PERKAKAS	MECHANICAL TOOLS MANUFACTURING TECHNOLOGY
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI REKAYASA MEKATRONIKA		MECHATRONICS ENGINEERING TECHNOLOGY
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI REKAYASA ELEKTRIKAL MEKANIK	MECHANICAL ELECTRICAL ENGINEERING TECHNOLOGY
19	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI REKAYASA PEMELIHARAAN ALAT BERAT	HEAVY EQUIPMENT MAINTENANCE ENGINEERING TECHNOLOGY
20	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI REKAYASA OTOMOTIF		AUTOMOTIVE ENGINEERING TECHNOLOGY
21	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI	WELDING AND FABRICATION ENGINEERING TECHNOLOGY
22	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING	TEKNOLOGI REKAYASA PERANCANGAN MANUFAKTUR	MANUFACTURING DESIGN ENGINEERING TECHNOLOGY
23	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA MESIN	ENGINEERING-MECHANICAL ENGIEERING TEKNOLOGI MANUFAKTUR		MANUFACTURING TECHNOLOGY
24	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERMINYAKAN	ENGINEERING-PETROLEUM ENGINEERING	TEKNOLOGI PERMINYAKAN	PETROLEUM TECHNOLOGY
25	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNIK PERTAMBANGAN BATUBARA	COAL MINING TECHNIQUES
26	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNOLOGI PERTAMBANGAN MINERAL	MINERAL MINING TECHNOLOGY
27	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNOLOGI PERTAMBANGAN BATUBARA	COAL MINING TECHNOLOGY
28	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNIK PENGEBORAN MINYAK DAN GAS	OIL AND GAS DRILLING TECHNIQUES
29	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNIK EKSPLORASI MINYAK DAN GAS	OIL AND GAS EXPLORATION TECHNIQUES
30	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNOLOGI PERTAMBANGAN	MINING TECHNOLOGY
31	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNIK PERTAMBANGAN MINERAL	MINERAL MINING TECHNIQUES
32	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA PERTAMBANGAN	ENGINEERING-MINING ENGINEERING	TEKNOLOGI EKSPLORASI MINYAK DAN GAS	OIL AND GAS DRILLING TECHNOLOGY
33	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN	ROAD AND BRIDGE CONSTRUCTION ENGINEERING TECHNOLOGY
1	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI SIPIL	CIVIL TECHNOLOGY
2	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI REKAYASA TRANSPORTASI	TRANSPORTATION ENGINEERING TECHNOLOGY
3	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI REKAYASA SUMBER DAYA TANAH DAN AIR	SOIL AND WATER RESOURCES ENGINEERING TECHNOLOGY
4	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	INSTALASI SALURAN AIR DAN PERPIPAAN	PLUMBING AND PIPE INSTALLATIONS
5	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	PERANCAHAN	SCAFFOLDING
6	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI REKAYASA PERPIPAAN	PIPING ENGINEERING TECHNOLOGY
7	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	REKAYASA PERAWATAN DAN RESTORASI JEMBATAN	BRIDGE MAINTENANCE AND RESTORATION ENGINEERING
8	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	PROSEDUR PENGADAAN KONSTRUKSI BANGUNAN SIPIL	CIVIL CONSTRUCTION PROCUREMENT PROCEDURES
9	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	PENGUKURAN DAN PENGAMBARAN TAPAK BANGUNAN GEDUNG	MEASUREMENT AND DRAWING OF BUILDING'S FOOTPRINT
10	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	PEMBUATAN FONDASI BANGUNAN SIPIL	CIVIL CONSTRUCTION FOUNDATION PRODUCTION
11	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI BANGUNAN DAN JALUR PERKERETAAPIAN	CONSTRUCTION AND RAILWAYS TECHNOLOGY
12	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI KONSTRUKSI BANGUNAN AIR	WATERWORKS CONSTRUCTION TECHNOLOGY
13	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	PENGEBORAN	DRILLING
14	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	MANAJEMEN KONSTRUKSI	CONSTRUCTION MANAGEMENT
15	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN AIR	WATERWORKS CONSTRUCTION ENGINEERING TECHNOLOGY
16	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	PERAWATAN UTILITAS AIR	WATER UTILITIES MAINTENANCE
17	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI KONSTRUKSI JALAN DAN JEMBATAN	ROAD AND BRIDGE CONSTRUCTION TECHNOLOGY
18	RUMPUN ILMU TERAPAN	PROFESSION AND APPLIED SCIENCES	TEKNIK ATAU REKAYASA-REKAYASA SIPIL	ENGINEERING-CIVIL ENGINEERING	TEKNOLOGI KONSTRUKSI BANGUNAN GEDUNG	BUILDING CONSTRUCTION TECHNOLOGY
